id_numbers,marca,produto,nome_tom,tom_especifico,luminosidade,codigo_hex,numero_tom,tom_unificado,id_produto,id_produto_origem,grupo_de_tom
470,benefit cosmetics,hello happy velvet powder foundation,shade   medium neutral warm,5,69.8039215686274,#dab48a,5.0,5,16,21.0,Médio / Medium
471,nudestix,tinted cover foundation,nude,5,66.8627450980392,#d69f7f,5.0,5,93,22.0,Médio / Medium
472,bareminerals,matte foundation broad spectrum spf 15,fairly medium,05,81.3725490196078,#efc6b0,5.0,05,137,23.0,Claro / Light
473,bareminerals,original foundation broad spectrum spf 15,fairly medium,05,81.3725490196078,#efc6b0,5.0,05,139,25.0,Claro / Light
474,bareminerals,barepro performance wear powder foundation,sateen,05,74.3137254901961,#e6b295,5.0,05,131,14.0,Médio / Medium
475,clinique,almost powder makeup,medium,05,95.2941176470588,#f4f3f2,5.0,05,26,,Claro / Light
476,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,natural,05,76.078431372549,#edb497,5.0,05,135,26.0,Claro / Light
477,makeup revolution,conceal & define full coverage foundation,,f5,78.6274509803922,#dec1b3,5.0,f5,83,1.0,Claro / Light
478,jane iredale,beyond matte liquid foundation,,m5,76.078431372549,#f6c28e,5.0,m5,144,30.0,Claro / Light
479,juice beauty,phyto-pigments flawless serum foundation,buff,05,82.156862745098,#eccfb7,5.0,05,56,71.0,Claro / Light
480,urban decay cosmetics,all nighter liquid full coverage foundation,,5.0,67.05882352941181,#d1a985,5.0,5.0,126,15.0,Médio / Medium
481,bareminerals,barepro performance wear liquid foundation broad spectrum spf 20,sateen,05,74.3137254901961,#e6b295,5.0,05,130,16.0,Médio / Medium
482,ofra cosmetics,absolute cover foundation,,5,57.0588235294118,#af9374,5.0,5,97,13.0,Médio / Medium
483,bareminerals,original liquid mineral foundation broad spectrum spf 20,fairly medium,05,80.7843137254902,#facaa2,5.0,05,140,32.0,Claro / Light
484,lorac,pro soft focus longwear foundation,,05,71.5686274509804,#ecb481,5.0,05,67,33.0,Médio / Medium
485,colourpop,pretty fresh foundation,fair,05w,89.01960784313721,#eee2d8,5.0,05w,33,65.0,Claro / Light
486,hourglass,veil fluid makeup,warm beige,no. 5,54.7058823529412,#b8805f,5.0,no. 5,50,2.0,Médio / Medium
487,catrice,hd liquid coverage foundation,ivory beige,005,71.17647058823529,#dfb88c,5.0,005,21,59.0,Médio / Medium
488,ilia,super serum skin tint spf 40 foundation,bom bom,5,79.2156862745098,#edc5a7,5.0,5,53,34.0,Claro / Light
489,bareminerals,complexion rescue™ tinted moisturizer with hyaluronic acid and mineral spf 30,natural,05,71.7647058823529,#d4ab9a,5.0,05,134,36.0,Médio / Medium
490,sephora collection,10 hour wear perfection foundation,light porcelain,05,73.921568627451,#deb39b,5.0,05,107,66.0,Médio / Medium
491,bareminerals,barepro longwear powder foundation,sateen,05,82.54901960784309,#f6d1af,5.0,05,129,17.0,Claro / Light
492,pat mcgrath labs,sublime perfection foundation,light,5,87.0588235294118,#fadcc2,5.0,5,99,37.0,Claro / Light
493,bareminerals,barepro™ 24 hour longwear liquid foundation with mineral spf 20,sateen,05,79.2156862745098,#e8cbac,5.0,05,132,18.0,Claro / Light
494,bareminerals,matte loose powder mineral foundation spf 15,fairly medium,05,73.921568627451,#d7baa2,5.0,05,138,38.0,Médio / Medium
495,sephora collection,make no mistake foundation & concealer stick,cork,5,73.7254901960784,#e2b096,5.0,5,110,39.0,Médio / Medium
496,laura mercier,smooth finish foundation powder,,5,76.6666666666667,#f4c393,5.0,5,76,40.0,Claro / Light
497,kosas,tinted face oil foundation,tone,05,68.8235294117647,#daa685,5.0,05,65,41.0,Médio / Medium
498,sephora collection,microsmooth baked powder foundation,porcelain sephora quality way-nice price,05,85.2941176470588,#ecd6c7,5.0,05,114,72.0,Claro / Light
499,armani beauty,neo nude foundation,,5,77.6470588235294,#ebc3a1,5.0,5,10,4.0,Claro / Light
500,armani beauty,power fabric longwear high cover foundation spf 25,,5,67.45098039215691,#d29f86,5.0,5,11,42.0,Médio / Medium
501,charlotte tilbury,light wonder foundation,medium,5,72.3529411764706,#d9b198,5.0,5,23,43.0,Médio / Medium
502,natasha denona,transformatte pore vanishing matte foundation,,5n,94.1176470588235,#faf2e6,5.0,5n,96,67.0,Claro / Light
503,lancôme,skin feels good skin nourishing foundation,,05n,70.0,#d8a38d,5.0,05n,73,44.0,Médio / Medium
504,dior,diorskin forever undercover foundation,light ivory,005,85.6862745098039,#eed7c7,5.0,005,37,73.0,Claro / Light
505,bareminerals,complexion rescue™ hydrating foundation stick with mineral spf 25,natural,05,70.5882352941177,#ddac8b,5.0,05,133,45.0,Médio / Medium
506,charlotte tilbury,magic foundation,,5,71.5686274509804,#d5b098,5.0,5,24,6.0,Médio / Medium
507,sephora collection,matte perfection tinted moisturizer,crepe sephora quality way-nice price,5,78.82352941176471,#eac7a8,5.0,5,113,46.0,Claro / Light
508,josie maran,vibrancy argan oil foundation fluid,dynamic,rg5,82.94117647058819,#e7cac0,5.0,rg5,55,74.0,Claro / Light
509,bobbi brown,skin weightless powder foundation,honey,5,70.0,#e7ac7e,5.0,5,20,7.0,Médio / Medium
510,armani beauty,luminous silk compact powder foundation,,5,73.7254901960784,#d9b19f,5.0,5,8,61.0,Médio / Medium
511,armani beauty,designer lift smoothing firming full coverage foundation with spf 20,,5,65.8823529411765,#daab76,5.0,5,7,62.0,Médio / Medium
512,sephora collection,matte perfection full coverage foundation,porcelain,05,79.6078431372549,#e6c0b0,5.0,05,111,70.0,Claro / Light
513,kevyn aucoin,foundation balm,light ef,05,72.9411764705882,#e9b88b,5.0,05,58,48.0,Médio / Medium
514,nudestix,nudies tinted blur stick,medium,5,65.4901960784314,#d59979,5.0,5,92,49.0,Médio / Medium
515,givenchy,matissime velvet radiant mattifying fluid foundation spf 20,,n05,68.0392156862745,#cdaa8e,5.0,n05,47,8.0,Médio / Medium
516,sephora collection,clean glowing skin foundation,,5,77.6470588235294,#e5c1a7,5.0,5,109,50.0,Claro / Light
517,armani beauty,crema nuda supreme glow reviving tinted moisturizer,warm glow,5,60.1960784313725,#c47e6f,5.0,5,6,51.0,Médio / Medium
518,kevyn aucoin,the etherealist foundation,light ef,05,69.8039215686274,#d5aa8f,5.0,05,60,52.0,Médio / Medium
519,surratt beauty,surreal skin foundation wand,surreal skin,5,69.8039215686274,#dfb385,5.0,5,145,53.0,Médio / Medium
520,natasha denona,foundation x+,nfair,5,86.8627450980392,#ecdbcf,5.0,5,95,68.0,Claro / Light
521,bareminerals,i am an original get started® kit original loose mineral foundation customizable set,bareminerals,05,73.921568627451,#d7baa2,5.0,05,136,54.0,Médio / Medium
522,kevyn aucoin,stripped nude skin tint,st,05,77.0588235294118,#edc19c,5.0,05,59,55.0,Claro / Light
523,lancôme,bienfait teinté beauty balm sunscreen broad spectrum spf 30,sand,5,64.5098039215686,#d29f77,5.0,5,70,,Médio / Medium
524,tom ford,traceless soft matte foundation,cool almond,5.1,71.17647058823529,#d1b29a,5.1,5.1,123,3.0,Médio / Medium
525,tom ford,traceless foundation stick,cool almond,5.1,67.05882352941181,#d29c84,5.1,5.1,122,5.0,Médio / Medium
526,armani beauty,neo nude foundation,,5.25,77.4509803921569,#e3c2a8,5.25,5.25,10,4.0,Claro / Light
527,armani beauty,power fabric longwear high cover foundation spf 25,,5.25,71.3725490196078,#daa292,5.25,5.25,11,42.0,Médio / Medium
528,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,bamboo,5.5,75.8823529411765,#eebe95,5.5,5.5,135,26.0,Claro / Light
529,makeup revolution,conceal & define full coverage foundation,,f5.5,72.7450980392157,#e8b68b,5.5,f5.5,83,1.0,Médio / Medium
530,urban decay cosmetics,all nighter liquid full coverage foundation,,5.5,66.6666666666667,#d6a07e,5.5,5.5,126,15.0,Médio / Medium
531,bareminerals,complexion rescue™ tinted moisturizer with hyaluronic acid and mineral spf 30,bamboo,5.5,79.8039215686275,#ebcbac,5.5,5.5,134,36.0,Claro / Light
532,kosas,tinted face oil foundation,tone,5.5,66.2745098039216,#d2ae80,5.5,5.5,65,41.0,Médio / Medium
533,tom ford,traceless soft matte foundation,bisque,5.5,75.49019607843141,#d9c1a8,5.5,5.5,123,3.0,Claro / Light
534,armani beauty,neo nude foundation,,5.5,72.7450980392157,#efb084,5.5,5.5,10,4.0,Médio / Medium
535,armani beauty,power fabric longwear high cover foundation spf 25,,5.5,64.11764705882351,#c69781,5.5,5.5,11,42.0,Médio / Medium
536,bareminerals,complexion rescue™ hydrating foundation stick with mineral spf 25,bamboo,5.5,71.5686274509804,#e0b78d,5.5,5.5,133,45.0,Médio / Medium
537,tom ford,traceless foundation stick,bisque,5.5,63.921568627450995,#d39773,5.5,5.5,122,5.0,Médio / Medium
538,armani beauty,luminous silk compact powder foundation,,5.5,70.5882352941177,#d3aa95,5.5,5.5,8,61.0,Médio / Medium
539,armani beauty,designer lift smoothing firming full coverage foundation with spf 20,,5.5,65.2941176470588,#dca771,5.5,5.5,7,62.0,Médio / Medium
540,kevyn aucoin,foundation balm,medium ef,5.5,72.5490196078431,#e7b58b,5.5,5.5,58,48.0,Médio / Medium
541,tom ford,traceless soft matte foundation,ivory beige,5.6,68.8235294117647,#d2b08d,5.6,5.6,123,3.0,Médio / Medium
542,tom ford,traceless foundation stick,ivory beige,5.6,69.2156862745098,#d9b188,5.6,5.6,122,5.0,Médio / Medium
543,makeup revolution,conceal & define satte matte powder foundation,,p5.7,90.0,#f7e7d4,5.7,p5.7,84,11.0,Claro / Light
544,tom ford,traceless soft matte foundation,dune,5.7,70.9803921568627,#d1b399,5.7,5.7,123,3.0,Médio / Medium
545,tom ford,traceless foundation stick,dune,5.7,77.4509803921569,#f3c398,5.7,5.7,122,5.0,Claro / Light
546,armani beauty,power fabric longwear high cover foundation spf 25,,5.75,70.1960784313725,#e4a382,5.75,5.75,11,42.0,Médio / Medium
547,benefit cosmetics,hello happy air stick foundation spf 20,,shade 6,66.4705882352941,#ddaf76,6.0,shade 6,13,19.0,Médio / Medium
548,benefit cosmetics,hello happy flawless brightening foundation spf 15,medium warm,shade 6,64.7058823529412,#d5a575,6.0,shade 6,14,20.0,Médio / Medium
549,benefit cosmetics,hello happy velvet powder foundation,medium warm,shade 6,62.7450980392157,#d0a270,6.0,shade 6,16,21.0,Médio / Medium
550,kvd vegan beauty,true portrait medium coverage shake foundation,light,006,78.4313725490196,#eec6a2,6.0,006,63,57.0,Claro / Light
551,nudestix,tinted cover foundation,nude,6,61.1764705882353,#cc8d6c,6.0,6,93,22.0,Médio / Medium
552,bareminerals,matte foundation broad spectrum spf 15,neutral ivory,06,76.078431372549,#f2b792,6.0,06,137,23.0,Claro / Light
553,makeup revolution,fast base stick foundation,,f6,66.4705882352941,#d3ae80,6.0,f6,87,24.0,Médio / Medium
554,makeup revolution,conceal & define satte matte powder foundation,,p6,89.4117647058824,#f5e3d3,6.0,p6,84,11.0,Claro / Light
555,bareminerals,original foundation broad spectrum spf 15,neutral ivory,06,76.078431372549,#f2b792,6.0,06,139,25.0,Claro / Light
556,bareminerals,barepro performance wear powder foundation,cashmere,06,79.2156862745098,#f7c39d,6.0,06,131,14.0,Claro / Light
557,clinique,almost powder makeup,deep,06,95.2941176470588,#f4f3f2,6.0,06,26,,Claro / Light
558,clinique,beyond perfecting powder foundation + concealer,ivory,06,76.078431372549,#e5bd9f,6.0,06,28,,Claro / Light
559,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,ginger,06,69.2156862745098,#daac87,6.0,06,135,26.0,Médio / Medium
560,makeup revolution,conceal & define full coverage foundation,,f6,82.94117647058819,#f7d7b0,6.0,f6,83,1.0,Claro / Light
561,makeup revolution,conceal & glow foundation,,f6,70.1960784313725,#d8ab8e,6.0,f6,85,28.0,Médio / Medium
562,pacifica,alight clean foundation,warm deep,06wd,38.0392156862745,#925a30,6.0,06wd,100,29.0,Escuro / Dark
563,jane iredale,beyond matte liquid foundation,,m6,75.6862745098039,#f1bf91,6.0,m6,144,30.0,Claro / Light
564,urban decay cosmetics,all nighter liquid full coverage foundation,,6.0,65.0980392156863,#cfa57d,6.0,6.0,126,15.0,Médio / Medium
565,bareminerals,barepro performance wear liquid foundation broad spectrum spf 20,cashmere,06,79.2156862745098,#f7c39d,6.0,06,130,16.0,Claro / Light
566,ofra cosmetics,absolute cover foundation,,6,62.156862745097996,#c6a377,6.0,6,97,13.0,Médio / Medium
567,bareminerals,original liquid mineral foundation broad spectrum spf 20,neutral ivory,06,75.8823529411765,#f3c090,6.0,06,140,32.0,Claro / Light
568,lorac,pro soft focus longwear foundation,,06,76.6666666666667,#f2c395,6.0,06,67,33.0,Claro / Light
569,hourglass,veil fluid makeup,sable,no. 6,49.607843137254896,#b06f4d,6.0,no. 6,50,2.0,Escuro / Dark
570,ilia,super serum skin tint spf 40 foundation,ora,6,80.9803921568627,#fac7a3,6.0,6,53,34.0,Claro / Light
571,bareminerals,complexion rescue™ tinted moisturizer with hyaluronic acid and mineral spf 30,ginger,06,69.6078431372549,#d0a993,6.0,06,134,36.0,Médio / Medium
572,sephora collection,matte perfection powder foundation,warm porcelain,06,72.3529411764706,#ceb4a3,6.0,06,112,60.0,Médio / Medium
573,bareminerals,barepro longwear powder foundation,cashmere,06,82.156862745098,#fbd2a8,6.0,06,129,17.0,Claro / Light
574,pat mcgrath labs,sublime perfection foundation,light,6,87.843137254902,#fbd9c5,6.0,6,99,37.0,Claro / Light
575,bareminerals,barepro™ 24 hour longwear liquid foundation with mineral spf 20,cashmere,06,77.4509803921569,#e3c5a8,6.0,06,132,18.0,Claro / Light
576,bareminerals,matte loose powder mineral foundation spf 15,neutral ivory,06,67.05882352941181,#d59c81,6.0,06,138,38.0,Médio / Medium
577,sephora collection,make no mistake foundation & concealer stick,hickory,6,75.2941176470588,#e0bba0,6.0,6,110,39.0,Claro / Light
578,laura mercier,smooth finish foundation powder,,6,71.7647058823529,#e9b485,6.0,6,76,40.0,Médio / Medium
579,kosas,tinted face oil foundation,tone,06,67.05882352941181,#cba98b,6.0,06,65,41.0,Médio / Medium
580,tom ford,traceless soft matte foundation,natural,6.0,69.8039215686274,#d1b393,6.0,6.0,123,3.0,Médio / Medium
581,armani beauty,neo nude foundation,,6,70.0,#d6b38f,6.0,6,10,4.0,Médio / Medium
582,armani beauty,power fabric longwear high cover foundation spf 25,,6,69.0196078431373,#cfa591,6.0,6,11,42.0,Médio / Medium
583,charlotte tilbury,light wonder foundation,medium,6,69.8039215686274,#cfaf95,6.0,6,23,43.0,Médio / Medium
584,bareminerals,complexion rescue™ hydrating foundation stick with mineral spf 25,ginger,06,70.3921568627451,#dbb38c,6.0,06,133,45.0,Médio / Medium
585,tom ford,traceless foundation stick,natural,6.0,76.2745098039216,#edb398,6.0,6.0,122,5.0,Claro / Light
586,charlotte tilbury,magic foundation,,6,70.9803921568627,#d1b099,6.0,6,24,6.0,Médio / Medium
587,sephora collection,matte perfection tinted moisturizer,satin sephora quality way-nice price,6,72.9411764705882,#dbaf99,6.0,6,113,46.0,Médio / Medium
588,bobbi brown,skin weightless powder foundation,golden,6,65.6862745098039,#dea671,6.0,6,20,7.0,Médio / Medium
589,kevyn aucoin,foundation balm,medium ef,06,70.3921568627451,#ddb18a,6.0,06,58,48.0,Médio / Medium
590,nudestix,nudies tinted blur stick,medium,6,63.3333333333333,#c6947d,6.0,6,92,49.0,Médio / Medium
591,givenchy,matissime velvet radiant mattifying fluid foundation spf 20,,n06,65.8823529411765,#caa386,6.0,n06,47,8.0,Médio / Medium
592,kevyn aucoin,the etherealist foundation,medium ef,06,70.1960784313725,#cda999,6.0,06,60,52.0,Médio / Medium
593,bareminerals,i am an original get started® kit original loose mineral foundation customizable set,bareminerals,06,80.7843137254902,#f9cea3,6.0,06,136,54.0,Claro / Light
594,kevyn aucoin,stripped nude skin tint,st,06,73.921568627451,#ecb28d,6.0,06,59,55.0,Médio / Medium
595,armani beauty,power fabric longwear high cover foundation spf 25,,6.25,66.6666666666667,#d79b7d,6.25,6.25,11,42.0,Médio / Medium
596,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,desert,6.5,64.5098039215686,#d79c72,6.5,6.5,135,26.0,Médio / Medium
597,makeup revolution,conceal & define full coverage foundation,,f6.5,93.1372549019608,#f9ece2,6.5,f6.5,83,1.0,Claro / Light
598,urban decay cosmetics,all nighter liquid full coverage foundation,,6.5,62.7450980392157,#c79979,6.5,6.5,126,15.0,Médio / Medium
599,bareminerals,complexion rescue™ tinted moisturizer with hyaluronic acid and mineral spf 30,desert,6.5,68.8235294117647,#d9a986,6.5,6.5,134,36.0,Médio / Medium
600,tom ford,traceless soft matte foundation,sable,6.5,67.6470588235294,#d0ab89,6.5,6.5,123,3.0,Médio / Medium
601,armani beauty,neo nude foundation,,6.5,63.921568627450995,#d29d74,6.5,6.5,10,4.0,Médio / Medium
602,armani beauty,power fabric longwear high cover foundation spf 25,,6.5,66.2745098039216,#cfa083,6.5,6.5,11,42.0,Médio / Medium
603,bareminerals,complexion rescue™ hydrating foundation stick with mineral spf 25,desert,6.5,67.6470588235294,#d1a788,6.5,6.5,133,45.0,Médio / Medium
604,tom ford,traceless foundation stick,sable,6.5,75.2941176470588,#f1af8f,6.5,6.5,122,5.0,Claro / Light
605,charlotte tilbury,magic foundation,,6.5,72.7450980392157,#d7af9c,6.5,6.5,24,6.0,Médio / Medium
606,armani beauty,luminous silk compact powder foundation,,6.5,70.5882352941177,#d8aa90,6.5,6.5,8,61.0,Médio / Medium
607,charlotte tilbury,magic foundation,,6.75,70.7843137254902,#d4ac95,6.75,6.75,24,6.0,Médio / Medium
608,benefit cosmetics,hello happy air stick foundation spf 20,,shade 7,64.11764705882351,#d9a76e,7.0,shade 7,13,19.0,Médio / Medium
609,benefit cosmetics,hello happy flawless brightening foundation spf 15,medium-tan neutral,shade 7,51.5686274509804,#c88c3f,7.0,shade 7,14,20.0,Médio / Medium
610,benefit cosmetics,hello happy velvet powder foundation,medium-tan neutral,shade 7,58.627450980392204,#c39e68,7.0,shade 7,16,21.0,Médio / Medium
611,nudestix,tinted cover foundation,nude,7,56.470588235294095,#c08560,7.0,7,93,22.0,Médio / Medium
612,bareminerals,matte foundation broad spectrum spf 15,golden ivory,07,77.2549019607843,#f6c494,7.0,07,137,23.0,Claro / Light
613,makeup revolution,fast base stick foundation,,f7,68.6274509803922,#d7b187,7.0,f7,87,24.0,Médio / Medium
614,bareminerals,original foundation broad spectrum spf 15,golden ivory,07,77.2549019607843,#f6c494,7.0,07,139,25.0,Claro / Light
615,bareminerals,barepro performance wear powder foundation,warm light,07,78.82352941176471,#f5c59d,7.0,07,131,14.0,Claro / Light
616,clinique,beyond perfecting powder foundation + concealer,cream chamois,07,72.15686274509801,#deb192,7.0,07,28,,Médio / Medium
617,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,tan,07,64.3137254901961,#d79371,7.0,07,135,26.0,Médio / Medium
618,makeup revolution,conceal & hydrate foundation,,f7,76.4705882352941,#e8be9e,7.0,f7,86,27.0,Claro / Light
619,makeup revolution,conceal & define full coverage foundation,,f7,85.4901960784314,#fed2b6,7.0,f7,83,1.0,Claro / Light
620,makeup revolution,conceal & glow foundation,,f7,69.41176470588239,#dea884,7.0,f7,85,28.0,Médio / Medium
621,pacifica,alight clean foundation,warm deep,07wd,39.8039215686274,#9d5f2e,7.0,07wd,100,29.0,Escuro / Dark
622,jane iredale,beyond matte liquid foundation,,m7,67.45098039215691,#e3a775,7.0,m7,144,30.0,Médio / Medium
623,urban decay cosmetics,all nighter liquid full coverage foundation,,7.0,65.8823529411765,#cea182,7.0,7.0,126,15.0,Médio / Medium
624,bareminerals,barepro performance wear liquid foundation broad spectrum spf 20,warm light,07,78.82352941176471,#f5c59d,7.0,07,130,16.0,Claro / Light
625,ofra cosmetics,absolute cover foundation,,7,52.9411764705882,#a58b69,7.0,7,97,13.0,Médio / Medium
626,bareminerals,original liquid mineral foundation broad spectrum spf 20,golden ivory,07,76.2745098039216,#f5c290,7.0,07,140,32.0,Claro / Light
627,lorac,pro soft focus longwear foundation,,07,64.3137254901961,#d2a176,7.0,07,67,33.0,Médio / Medium
628,hourglass,veil fluid makeup,chestnut,no. 7,40.9803921568627,#92663f,7.0,no. 7,50,2.0,Escuro / Dark
629,ilia,super serum skin tint spf 40 foundation,diaz,7,71.5686274509804,#dcae91,7.0,7,53,34.0,Médio / Medium
630,bareminerals,complexion rescue™ tinted moisturizer with hyaluronic acid and mineral spf 30,tan,07,68.4313725490196,#caa293,7.0,07,134,36.0,Médio / Medium
631,bareminerals,barepro longwear powder foundation,warm light,07,78.82352941176471,#f6cc9c,7.0,07,129,17.0,Claro / Light
632,pat mcgrath labs,sublime perfection foundation,light,7,85.88235294117649,#f5d9c1,7.0,7,99,37.0,Claro / Light
633,bareminerals,barepro™ 24 hour longwear liquid foundation with mineral spf 20,warm light,07,77.0588235294118,#e1c8a8,7.0,07,132,18.0,Claro / Light
634,bareminerals,matte loose powder mineral foundation spf 15,golden ivory,07,63.5294117647059,#d19973,7.0,07,138,38.0,Médio / Medium
635,sephora collection,make no mistake foundation & concealer stick,maple,7,71.5686274509804,#dfaf8e,7.0,7,110,39.0,Médio / Medium
636,laura mercier,smooth finish foundation powder,,7,75.2941176470588,#fac186,7.0,7,76,40.0,Claro / Light
637,kosas,tinted face oil foundation,tone,07,61.568627450980394,#bf997b,7.0,07,65,41.0,Médio / Medium
638,tom ford,traceless soft matte foundation,tawny,7.0,66.4705882352941,#cea985,7.0,7.0,123,3.0,Médio / Medium
639,armani beauty,neo nude foundation,,7,66.4705882352941,#dda776,7.0,7,10,4.0,Médio / Medium
640,armani beauty,power fabric longwear high cover foundation spf 25,,7,64.11764705882351,#cc957b,7.0,7,11,42.0,Médio / Medium
641,charlotte tilbury,light wonder foundation,medium,7,68.6274509803922,#d5ab89,7.0,7,23,43.0,Médio / Medium
642,bareminerals,complexion rescue™ hydrating foundation stick with mineral spf 25,tan,07,70.0,#dda988,7.0,07,133,45.0,Médio / Medium
643,tom ford,traceless foundation stick,tawny,7.0,67.6470588235294,#de987b,7.0,7.0,122,5.0,Médio / Medium
644,charlotte tilbury,magic foundation,,7,70.7843137254902,#d4ae95,7.0,7,24,6.0,Médio / Medium
645,sephora collection,matte perfection tinted moisturizer,linen sephora quality way-nice price,7,71.3725490196078,#d5ae97,7.0,7,113,46.0,Médio / Medium
646,armani beauty,luminous silk compact powder foundation,,7,69.6078431372549,#d3a990,7.0,7,8,61.0,Médio / Medium
647,armani beauty,designer lift smoothing firming full coverage foundation with spf 20,,7,63.5294117647059,#d0a274,7.0,7,7,62.0,Médio / Medium
648,kevyn aucoin,foundation balm,medium ef,07,69.2156862745098,#ddad84,7.0,07,58,48.0,Médio / Medium
649,nudestix,nudies tinted blur stick,medium,7,60.588235294117595,#c6866f,7.0,7,92,49.0,Médio / Medium
650,givenchy,matissime velvet radiant mattifying fluid foundation spf 20,,n07,63.1372549019608,#cc9f76,7.0,n07,47,8.0,Médio / Medium
651,sephora collection,clean glowing skin foundation,,7,76.2745098039216,#e5c3a0,7.0,7,109,50.0,Claro / Light
652,kevyn aucoin,the etherealist foundation,medium ef,07,67.6470588235294,#c9a490,7.0,07,60,52.0,Médio / Medium
653,surratt beauty,surreal skin foundation wand,surreal skin,7,49.4117647058824,#ab7351,7.0,7,145,53.0,Escuro / Dark
654,bareminerals,i am an original get started® kit original loose mineral foundation customizable set,bareminerals,07,79.8039215686275,#f6cea1,7.0,07,136,54.0,Claro / Light
655,kevyn aucoin,stripped nude skin tint,st,07,74.1176470588235,#ebac8f,7.0,07,59,55.0,Médio / Medium
656,ofra cosmetics,absolute cover foundation,,7.15,60.98039215686279,#c5a472,7.15,7.15,97,13.0,Médio / Medium
657,ofra cosmetics,absolute cover foundation,,7.2,48.823529411764696,#af804a,7.2,7.2,97,13.0,Escuro / Dark
658,tom ford,traceless soft matte foundation,sepia,7.2,66.4705882352941,#cdab86,7.2,7.2,123,3.0,Médio / Medium
659,tom ford,traceless foundation stick,sepia,7.2,67.45098039215691,#d3a685,7.2,7.2,122,5.0,Médio / Medium
660,ofra cosmetics,absolute cover foundation,,7.25,45.6862745098039,#9c774d,7.25,7.25,97,13.0,Escuro / Dark
661,armani beauty,power fabric longwear high cover foundation spf 25,,7.25,64.3137254901961,#d49a74,7.25,7.25,11,42.0,Médio / Medium
662,nudestix,tinted cover foundation,nude,7.5,47.4509803921569,#ac7446,7.5,7.5,93,22.0,Escuro / Dark
663,bareminerals,barepro performance wear powder foundation,shell,7.5,74.50980392156859,#e6a996,7.5,7.5,131,14.0,Médio / Medium
664,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,dune,7.5,60.588235294117595,#cd9568,7.5,7.5,135,26.0,Médio / Medium
665,makeup revolution,conceal & define full coverage foundation,,f7.5,68.0392156862745,#dca67f,7.5,f7.5,83,1.0,Médio / Medium
666,urban decay cosmetics,all nighter liquid full coverage foundation,,7.5,60.392156862745104,#c39171,7.5,7.5,126,15.0,Médio / Medium
667,bareminerals,barepro performance wear liquid foundation broad spectrum spf 20,shell,7.5,74.50980392156859,#e6a996,7.5,7.5,130,16.0,Médio / Medium
668,ofra cosmetics,absolute cover foundation,,7.5,45.6862745098039,#a07349,7.5,7.5,97,13.0,Escuro / Dark
669,bareminerals,complexion rescue™ tinted moisturizer with hyaluronic acid and mineral spf 30,dune,7.5,70.1960784313725,#deae88,7.5,7.5,134,36.0,Médio / Medium
670,bareminerals,barepro longwear powder foundation,shell,7.5,78.2352941176471,#e9b6a6,7.5,7.5,129,17.0,Claro / Light
671,bareminerals,barepro™ 24 hour longwear liquid foundation with mineral spf 20,shell,7.5,81.1764705882353,#eec1b0,7.5,7.5,132,18.0,Claro / Light
672,kosas,tinted face oil foundation,tone,7.5,46.8627450980392,#b1763e,7.5,7.5,65,41.0,Escuro / Dark
673,tom ford,traceless soft matte foundation,shell beige,7.5,65.4901960784314,#c7a987,7.5,7.5,123,3.0,Médio / Medium
674,armani beauty,power fabric longwear high cover foundation spf 25,,7.5,62.3529411764706,#c79a77,7.5,7.5,11,42.0,Médio / Medium
675,bareminerals,complexion rescue™ hydrating foundation stick with mineral spf 25,dune,7.5,67.6470588235294,#d7ad82,7.5,7.5,133,45.0,Médio / Medium
676,tom ford,traceless foundation stick,shell beige,7.5,65.4901960784314,#cca282,7.5,7.5,122,5.0,Médio / Medium
677,kevyn aucoin,foundation balm,medium ef,7.5,69.6078431372549,#dfab84,7.5,7.5,58,48.0,Médio / Medium
678,tom ford,traceless soft matte foundation,honey,7.7,64.3137254901961,#c99f7f,7.7,7.7,123,3.0,Médio / Medium
679,tom ford,traceless foundation stick,honey,7.7,70.9803921568627,#e9ab81,7.7,7.7,122,5.0,Médio / Medium
680,urban decay cosmetics,all nighter liquid full coverage foundation,,7.75,62.9411764705882,#d09b71,7.75,7.75,126,15.0,Médio / Medium
681,armani beauty,power fabric longwear high cover foundation spf 25,,7.75,66.2745098039216,#da9878,7.75,7.75,11,42.0,Médio / Medium
682,benefit cosmetics,hello happy air stick foundation spf 20,,shade 8,60.98039215686279,#ca986d,8.0,shade 8,13,19.0,Médio / Medium
683,benefit cosmetics,hello happy flawless brightening foundation spf 15,tan warm,shade 8,44.7058823529412,#ab6939,8.0,shade 8,14,20.0,Escuro / Dark
684,benefit cosmetics,hello happy velvet powder foundation,tan warm,shade 8,55.88235294117651,#b48e69,8.0,shade 8,16,21.0,Médio / Medium
685,kvd vegan beauty,true portrait medium coverage shake foundation,light,008,76.6666666666667,#eac39d,8.0,008,63,57.0,Claro / Light
686,nudestix,tinted cover foundation,nude,8,40.1960784313726,#976136,8.0,8,93,22.0,Escuro / Dark
