id_registro,marca,linha,id_produto_marca,nome_tom,subtom,categoria_tom_marca,codigo_hex,rgb_r,rgb_g,rgb_b,luminosidade_relativa,luminosidade_pct,grupo_luminosidade,peso_volume,unidade,cobertura,acabamento,textura,tipo_pele,vegano,cruelty_free,fps,ativo_destaque,tipo_hex,fonte_oficial,fonte_swatch,imagem_swatch_url,data_coleta,status_qualidade,observacao_metodologica,fase_coleta,versao_regua
36,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR12,Oliva Frio,BR01–BR50,#DFC5A8,223,197,168,"0,7860","78,60",Muito claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
37,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR13,Rosado Frio,BR01–BR50,#DEBDA8,222,189,168,"0,7627","76,27",Muito claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
38,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR14,Amarelado Quente,BR01–BR50,#E2B793,226,183,147,"0,7433","74,33",Muito claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
39,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR15,Rosado Quente,BR01–BR50,#E0B08D,224,176,141,"0,7203","72,03",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
40,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR16,Oliva Neutro,BR01–BR50,#E0B791,224,183,145,"0,7411","74,11",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
41,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR17,Rosado Frio,BR01–BR50,#E1B699,225,182,153,"0,7414","74,14",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
42,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR18,Amarelo Neutro,BR01–BR50,#DCB18A,220,177,138,"0,7189","71,89",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
43,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR19,Rosado Neutro,BR01–BR50,#E2B492,226,180,146,"0,7346","73,46",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
44,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR20,Oliva Quente,BR01–BR50,#DCAE89,220,174,137,"0,7102","71,02",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
45,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR21,Rosado Frio,BR01–BR50,#D0A895,208,168,149,"0,6868","68,68",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
46,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR22,Amarelado Quente,BR01–BR50,#C49579,196,149,121,"0,6156","61,56",Médio,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
47,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR23,Amarelado Quente,BR01–BR50,#CE9869,206,152,105,"0,6278","62,78",Médio,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
48,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR24,Rosado Quente,BR01–BR50,#D5A282,213,162,130,"0,6688","66,88",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
49,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR25,Rosado Neutro,BR01–BR50,#D09D78,208,157,120,"0,6477","64,77",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
50,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR26,Oliva Quente,BR01–BR50,#CDA272,205,162,114,"0,6576","65,76",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
51,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR27,Rosado Quente,BR01–BR50,#DAA173,218,161,115,"0,6659","66,59",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
52,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR28,Rosado Neutro,BR01–BR50,#D7A176,215,161,118,"0,6642","66,42",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
53,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR29,Amarelado Quente,BR01–BR50,#DCA976,220,169,118,"0,6908","69,08",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
54,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR30,Amarelado Neutro,BR01–BR50,#C28B5A,194,139,90,"0,5771","57,71",Médio,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
55,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR31,Amarelado Quente,BR01–BR50,#DBA268,219,162,104,"0,6664","66,64",Claro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
56,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR32,Rosado Neutro,BR01–BR50,#CD9460,205,148,96,"0,6132","61,32",Médio,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
57,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR33,Amarelado Quente,BR01–BR50,#D08E56,208,142,86,"0,5960","59,60",Médio,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
58,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR34,Oliva Neutro,BR01–BR50,#B77B46,183,123,70,"0,5174","51,74",Escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
59,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR35,Rosado Quente,BR01–BR50,#C88A53,200,138,83,"0,5773","57,73",Médio,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
60,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR36,Oliva Quente,BR01–BR50,#C0854F,192,133,79,"0,5555","55,55",Médio,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
61,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR37,Rosado Frio,BR01–BR50,#BA865B,186,134,91,"0,5567","55,67",Médio,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
62,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR38,Oliva Neutro,BR01–BR50,#AD7642,173,118,66,"0,4939","49,39",Escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
63,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR39,Rosado Quente,BR01–BR50,#B77A44,183,122,68,"0,5140","51,40",Escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
64,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR40,Rosado Frio,BR01–BR50,#B5764D,181,118,77,"0,5037","50,37",Escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
65,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR41,Amarelado Quente,BR01–BR50,#BB7B49,187,123,73,"0,5216","52,16",Escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
66,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR42,Oliva Neutro,BR01–BR50,#A56A44,165,106,68,"0,4541","45,41",Escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
67,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR43,Oliva Frio,BR01–BR50,#96623E,150,98,62,"0,4175","41,75",Escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
68,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR44,Oliva Neutro,BR01–BR50,#895433,137,84,51,"0,3643","36,43",Escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
69,Boca Rosa,Boca Rosa Beauty,Stick Pele Multifuncional,BR45,Rosado Quente,BR01–BR50,#7C4730,124,71,48,"0,3161","31,61",Muito escuro,"12,00",g,Média a alta,Glow natural,Cremosa,Todos os tipos de pele,Sim,Sim,FPS 30 UVA/UVB,Vitamina E,Amostral digital — cartela visual,https://bocarosa.com.br/products/stick-pele,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,https://images.tcdn.com.br/img/img_prod/929629/stick_pele_multifuncional_boca_rosa_2277_3_ad044ae18d570cf3e0b4f05122e58dd3.jpg,2026-08-10,Nome/subtom oficial; RGB/HEX por amostragem digital da cartela,Cor medida na representação digital; pode variar do produto físico.,Fase 2,50 tons
